CNPJ;Nome_Associacao;Telefone;Estado;Municipio
42.936.374/0001-63;A3 - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;81973155514;PE;TORITAMA
55.601.100/0001-65;ABMB ASSOCIACAO BRASILEIRA DE MULTIPLOS BENEFICIOS;81991241169;PE;CARUARU
42.824.127/0001-75;AGGILY CLUBE DE BENEFICIOS;83988408045;PE;RECIFE
27.171.737/0001-23;ALLIANCE CLUBE DE BENEFICIOS;81994309969;PE;PALMARES
39.710.135/0001-86;APB - ASSOCIACAO PRESTADORA DE BENEFICIOS MUTUOS;8131376609;PE;CARUARU
38.707.715/0001-51;APPV -ASSOCIACAO POPULAR DE PROTECAO VEICULAR;8130464171;PE;CARUARU
40.948.684/0001-72;AR-4 PROTECAO VEICULAR E CLUBE DE BENEFICIOS;8132233853;PE;RECIFE
32.133.804/0001-55;ASSOCIACAO AGRESTINENSE DE BENEFICIOS MUTUOS;81997420939;PE;AGRESTINA
32.636.673/0001-29;ASSOCIACAO AUTO SIGA BEM DE BENEFICIOS MUTUOS;81998448616;PE;CARUARU
46.321.318/0001-75;ASSOCIACAO AUTOUNIDOS DE PROTECAO E BENEFICIOS;87992091496;PE;SAO JOSE DO EGITO
59.648.298/0001-93;ASSOCIACAO BENEFICENTE DOS CAMINHONEIROS DE BONITO;81995990355;PE;BONITO
60.927.123/0001-02;ASSOCIACAO CAMINHAO PROTEGIDO ASSOCIADOS;81991321731;PE;CARUARU
41.136.242/0001-94;ASSOCIACAO DE ASSISTENCIA E BENEFICIOS DO AGRESTE;8130463331;PE;CARUARU
33.623.399/0001-16;ASSOCIACAO DE PROTECAO AUTOMOTIVA STAR VEICULOS;81973066521;PE;CARUARU
36.375.494/0001-36;ASSOCIACAO DE PROTECAO PATRIMONIAL SUL ASSOCIADOS;8135331707;PE;CHA GRANDE
22.445.806/0001-26;ASSOCIACAO DE PROTECAO VEICULAR - SUPER MOTOS;81998312398;PE;CARPINA
32.611.812/0001-60;ASSOCIACAO DE PROTECAO VEICULAR AGRESTCAR DA CIDADE DE GARANHUNS-PE;87999568606;PE;GARANHUNS
34.574.211/0001-50;ASSOCIACAO DE PROTECAO VEICULAR NOS LIG ASSOCIADOS;81992798673;PE;FEIRA NOVA
55.115.358/0001-51;ASSOCIACAO DE SOCORRO MUTUO A TRABALHADORES AUTONOMOS DO NORDESTE;87988652382;PE;PETROLINA
52.098.245/0001-05;ASSOCIACAO DE SOCORRO MUTUO AMERICANA;81993559971;PE;RECIFE
45.225.251/0001-02;ASSOCIACAO DE SOCORRO MUTUO ASA DE PRATA;8131367618;PE;CARUARU
46.070.104/0001-73;ASSOCIACAO DE SOCORRO MUTUO E BENEFICIOS ALIANCA;81991719611;PE;GRAVATA
42.149.035/0001-37;ASSOCIACAO DE SOCORRO MUTUO VEICULAR - SENA'S;81999224786;PE;GOIANA
53.129.943/0001-85;ASSOCIACAO DE SOCORRO MUTUOS BEM MAIS;81993873732;PE;RECIFE
33.039.612/0001-47;ASSOCIACAO F MAIS PROTECAO PATRIMONIAL MUTUALISTA;81985716222;PE;TORITAMA
60.669.269/0001-97;ASSOCIACAO KORU CLUBE DE BENEFICIOS;81993445775;PE;CARUARU
42.657.186/0001-04;ASSOCIACAO MUTUA PROTECAO;81996012229;PE;JABOATAO DOS GUARARAPES
47.940.657/0001-00;ASSOCIACAO NL CLUBE DE BENEFICIOS;81995254309;PE;FEIRA NOVA
53.698.540/0001-57;ASSOCIACAO NORDESTE ASSOCIADOS DE BENEFICIOS DE SOCORRO MUTUOS;81998031818;PE;CHA GRANDE
40.982.086/0001-10;ASSOCIACAO REAL PRIME PROTECAO VEICULAR;81999133928;PE;PAULISTA
54.984.180/0001-12;ASSOCIACAO VIPCAR BRASIL PROTECAO VEICULAR;81997721369;PE;GARANHUNS
45.036.442/0001-26;AUTO VALE CLUBE DE BENEFICIOS;74991048409;PE;PETROLINA
42.911.179/0001-89;AUTOTUDO NORDESTE CLUBE DE BENEFICIOS;81989214648;PE;CARPINA
57.223.803/0001-22;CICLO ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;81999282921;PE;CARUARU
27.381.591/0001-40;CNBB - CLUBE NACIONAL DE BENEFICIOS MUTUOS DO BRASIL;8131372398;PE;CARUARU
35.078.022/0001-59;CONNECT CLUBE DE BENEFICIOS;8732018465;PE;PETROLINA
54.578.939/0001-67;D-TECH PROTECAO VEICULAR;81994101215;PE;GOIANA
46.543.725/0001-27;DESCOMPLICA BENEFICIOS E SOCORRO MUTUO;81992198144;PE;JABOATAO DOS GUARARAPES
60.748.557/0001-37;ELO ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;81988760505;PE;CARUARU
34.125.968/0001-66;FENIX ASSOCIACAO DE BENEFICIOS MUTUOS;81971111219;PE;BEZERROS
61.645.098/0001-29;FIDELIBENS ASSOCIACAO DE PROTECAO PATRIMONIAL;81991216116;PE;CARUARU
57.343.607/0001-91;FORTUNA ASSOCIACAO DE BENEFICIOS;81999162407;PE;VITORIA DE SANTO ANTAO
57.908.643/0001-55;GEPV - GRUPO ESPECIALIZADO EM PROTECAO VEICULAR;81993646820;PE;SANTA CRUZ DO CAPIBARIBE
50.199.808/0001-18;ICLUB ASSOCIACAO DE BENEFICIOS;81999547016;PE;CARUARU
42.033.996/0001-81;INOVAR ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;87988430381;PE;JUREMA
44.218.419/0001-90;INTEGRA PROTECAO VEICULAR ASSOCIADOS;87999923684;PE;LAJEDO
44.346.622/0001-41;LIBRA - LIGA BRASILEIRA ASSOCIATIVA;81999500031;PE;RECIFE
28.472.719/0001-44;LIDERANCA ASSOCIADOS;81996512963;PE;RECIFE
54.560.666/0001-23;LOGOS PROTECAO VEICULAR ASSOCIACAO DE BENEFICIOS;8133333333;PE;CAMARAGIBE
55.497.881/0001-90;MACHADO PROTECAO VEICULAR;81991581142;PE;VITORIA DE SANTO ANTAO
52.547.895/0001-82;MARLOS ASSOCIACAO DE PROTECAO E ASSISTENCIA VEICULAR;87981331116;PE;BOM CONSELHO
36.344.244/0001-39;MASTER BRASIL PROTECAO VEICULAR;81998601303;PE;RECIFE
31.721.326/0001-31;MASTER PROTECAO PATRIMONIAL MUTUALISTA;81982625775;PE;GRAVATA
28.420.540/0001-43;MAX CLUBE DE BENEFICIOS;8132641116;PE;VITORIA DE SANTO ANTAO
49.645.046/0001-57;MAXIMIZE PROTECAO VEICULAR ASSOCIACAO DE BENEFICIOS;81994366483;PE;BARREIROS
36.427.940/0001-09;MEGABRASIL CLUBE DE BENEFICIOS;81997336362;PE;ITAMBE
47.163.807/0001-09;MODELO ASSOCIACAO DE PROTECAO VEICULAR;81996802889;PE;CAMARAGIBE
45.904.396/0001-30;MS ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;81995404948;PE;PASSIRA
27.640.579/0001-03;MULTIBENS ASSOCIADOS;81995569223;PE;BEZERROS
35.787.306/0001-14;NOSSA ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;87996323439;PE;JUCATI
50.383.118/0001-14;PRO MASTER OFICIAL ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;8131972688;PE;OROBO
31.258.555/0001-61;PROCAR PROTEGE CLUBE DE BENEFICIOS MUTUOS;8141079896;PE;JABOATAO DOS GUARARAPES
34.939.255/0001-36;PROMOVE PROTECAO PATRIMONIAL MUTUALISTA;8133140685;PE;RECIFE
25.192.871/0001-85;PROTEGE ASSOCIACAO DE BENEFICIOS MUTUOS;8135338157;PE;GRAVATA
37.564.025/0001-28;R1 PROTECAO PATRIMONIAL MUTUALISTA;81997347704;PE;GRAVATA
61.446.421/0001-35;SEGBENS ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;8131377740;PE;CARUARU
48.553.635/0001-42;SEMPRE FORTE ASSOCIADOS;81982360187;PE;VITORIA DE SANTO ANTAO
24.625.676/0001-39;SENNA ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;8137282060;PE;BEZERROS
46.449.265/0001-72;SERTAO PREVENCOES;87988189818;PE;PETROLINA
32.124.576/0001-57;STAFF PROTECAO VEICULAR;81998739391;PE;LIMOEIRO
54.805.358/0001-10;SUPER MASTER CLUBE DE BENEFICIOS;8134444444;PE;CHA GRANDE
53.295.435/0001-77;SUPER TOTAL MUTUAL;81998498167;PE;JABOATAO DOS GUARARAPES
44.983.848/0001-53;T&E BENEFICIOS E SOCORRO MUTUO;8135361178;PE;POMBOS
48.936.971/0001-74;TAVARES BENEFICIOS E SOCORRO MUTUO;81996670003;PE;RECIFE
32.998.950/0001-43;UNA ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;81997100450;PE;TORITAMA
55.250.571/0001-76;VGB ASSOCIACAO DE BENEFICIOS;81994981612;PE;CARUARU
52.041.504/0001-53;VI GOIANA ASSOCIACAO DE BENEFICIOS;81994944044;PE;GOIANA
36.684.733/0001-30;VIPSEG BRASIL CLUBE DE BENEFICIOS E PROTECAO VEICULAR;8130991262;PE;RECIFE
33.586.550/0001-93;VOGG - ASSOCIACAO ASSISTENCIAL E DE BENEFICIOS;8130931744;PE;JABOATAO DOS GUARARAPES
35.017.794/0001-80;ASSOCIACAO DE PROTECAO E BENEFICIOS AOS PROPRIETARIOS DE VEICULOS;86999319482;PI;TERESINA
44.762.317/0001-30;ASSOCIACAO UNIALIANCA PROTECAO VEICULAR- UNIV;86999828210;PI;TERESINA
54.035.470/0001-10;9 ESCUDOS ASSOCIACAO;47999195004;PR;RIO NEGRO
31.258.426/0001-73;ABAM - ASSOCIACAO DE BENEFICIOS DOS MUTUARIOS DE CURITIBA;4133877319;PR;CURITIBA
32.676.475/0001-99;ABESP - ASSOCIACAO DE BENEFICIOS E SOLUCOES DE PROTECAO PATRIMONIAL;4330664615;PR;LONDRINA
25.056.693/0001-65;ACAC VIA FACIL BENEFICIOS ASSOCIATIVOS E SOCORRO MUTUO - ASSOCIACAO DE GRUPOS SOLIDARIOS E CATEGORIZADOS;4533034593;PR;CASCAVEL
46.596.563/0001-95;AGIUS BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;43998334005;PR;ARAPONGAS
32.364.087/0001-72;AMERICA - ASSOCIACAO DOS CONDUTORES DE VEICULOS DO PARANA;4333372204;PR;LONDRINA
30.021.024/0001-98;ANJO CLUBE DE BENEFICIOS - ACB;4130517152;PR;PINHAIS
12.455.849/0001-39;ASETRANS - ASSOCIACAO DE SERVICO NO TRANSPORTE DE CARGA;4133730046;PR;CURITIBA
10.895.958/0001-41;ASPROV - ASSOCIACAO DE PROTECAO AOS VEICULOS DE TRANSPORTE DE CARGAS;4130896262;PR;CURITIBA
58.455.444/0001-00;ASSOCIACAO DE AMIGOS DO ESTADO DO PARANA;43996690033;PR;ARAPONGAS
54.941.215/0001-36;ASSOCIACAO DE BENEFICIOS DA REGIAO METROPOLITANA DE CURITIBA/PR;41991320660;PR;CURITIBA
53.249.666/0001-44;ASSOCIACAO DE BENEFICIOS MAF - AUTOMAF PROTECAO VEICULAR;4333220670;PR;LONDRINA
43.535.031/0001-50;ASSOCIACAO DE PROPRIETARIOS DE CARROS DO SUL;48988040146;PR;SAO JOSE DOS PINHAIS
47.654.020/0001-40;ASSOCIACAO DE PROTECAO PATRIMONIAL TOYAMA;4137975538;PR;FAZENDA RIO GRANDE
43.688.493/0001-07;ASSOCIACAO DE PROTECAO VEICULAR;4133850880;PR;SAO JOSE DOS PINHAIS
55.581.054/0001-80;ASSOCIACAO DE SOCORRO MUTUO AMERICA TRUCK;46988233539;PR;DOIS VIZINHOS
36.527.395/0001-22;ASSOCIACAO DOS PROPRIETARIOS DE CAMINHOES E MOTORISTAS DO BRASIL - PROTEAUTO BRASIL;4430406132;PR;MARINGA
14.002.512/0001-00;ASSOCIACAO DOS PROPRIETARIOS DE VEICULOS DE TRANSPORTE DE CARGAS DE CAMPO LARGO;4130324030;PR;CAMPO LARGO
05.730.933/0001-58;ASSOCIACAO GA - GRUPO ASTORGA;4432347575;PR;ASTORGA
31.977.907/0001-39;ASSOCIACAO MUTUA DE BENEFICIOS DE PONTA GROSSA;4230893151;PR;PONTA GROSSA
59.748.792/0001-20;ASSOCIACAO PROVECAR PROTECAO VEICULAR;4130702747;PR;FAZENDA RIO GRANDE
56.157.987/0001-07;ASSOCIACAO S.O.S AUTO CLUBE DE BENEFICIOS;41997614195;PR;COLOMBO
27.633.685/0001-60;ASSOCIACAO UNIAO DOS TRANSPORTADORES DE CARGAS DO PARANA - UNIAO;4430145151;PR;MARIALVA
19.525.342/0001-53;ATC - UNIAO DE ASSOCIADOS TRANSPORTADORES DE CARGAS;4332757671;PR;ARAPONGAS
53.483.544/0001-18;ATI - ASSOCIACAO DE TRANSPORTADORES IGUARACU;44998692220;PR;IGUARACU
51.830.975/0001-88;ATMPR - ASSOCIACAO DOS TRANPORTES MEDIOS DO PARANA;46999240222;PR;RENASCENCA
05.104.156/0001-36;ATRAM - ASSOCIACAO DOS TRANSPORTADORES RODOVIARIOS AUTONOMOS DE MARMELEIRO;46999740262;PR;MARMELEIRO
50.120.060/0001-16;ATRSP - ASSOCIACAO DE TRANSPORTES RODOVIARIOS DO SUDOESTE DO PARANA;4635252819;PR;MARMELEIRO
34.643.771/0001-19;FORZA - ASSOCIACAO DE BENEFICIOS E PROTECAO PATRIMONIAL;43999579717;PR;LONDRINA
44.567.200/0001-04;INCLUIR BRASIL ASSOCIACAO DE BENEFICIOS;43991340857;PR;LONDRINA
42.283.805/0001-30;LIDER SAT ASSOCIACAO DE PROTECAO PATRIMONIAL;44991571814;PR;SARANDI
02.923.945/0001-00;POTENCIAL BRASIL TRUCK CLUBE DE BENEFICIOS;4132767787;PR;CURITIBA
32.709.577/0001-63;PRO PARANA - ASSOCIACAO DE BENEFICIOS DO PARANA;48991481823;PR;CURITIBA
35.532.606/0001-52;PROGRESSIVA - ASSOCIACAO DE PROTECAO E ASSISTENCIA VEICULAR;41988561727;PR;CURITIBA
61.158.936/0001-30;PROJOI - ASSOCIACAO DE PROTECAO VEICULAR;4735090936;PR;CAMPO MAGRO
41.218.480/0001-49;TRIO CLUBE DE BENEFICIOS LESTE DE MINAS E NORTE DO PARANA;33987239745;PR;LONDRINA
33.849.625/0001-81;UNIVERSAL BENEFICIOS - ASSOCIACAO MUTUA DE BENEFICIOS;4140429748;PR;CURITIBA
40.902.817/0001-70;21GO - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;2141067021;RJ;RIO DE JANEIRO
27.561.171/0001-46;ALAMO ASSOCIACAO DE ASSISTENCIA E BENEFICIOS;21967024230;RJ;RIO DE JANEIRO
23.701.742/0001-40;ALPHA MUTUAL ASSOCIACAO DE BENEFICIOS E PROTECAO PATRIMONIAL;2135022004;RJ;RIO DE JANEIRO
53.186.878/0001-20;ALTERNATIVA ASSOCIACAO DE PROTECAO VEICULAR E BENEFICIOS MUTUOS;2422554175;RJ;TRES RIOS
34.486.017/0001-12;ASSOCIACAO BALPREST BRASIL PROTECAO VEICULAR;22999133062;RJ;SAO PEDRO DA ALDEIA
13.414.600/0001-48;ASSOCIACAO DE BENEFICIOS MUTUOS DOS AMIGOS DO RIO DE JANEIRO - ASSORIO;2133697703;RJ;RIO DE JANEIRO
49.301.527/0001-45;ASSOCIACAO DE PROTECAO PATRIMONIAL - PERSONALITE;2138257925;RJ;RIO DE JANEIRO
58.388.150/0001-02;ASSOCIACAO DE PROTECAO VEICULAR AVANCE CLUBE DE BENEFICIOS;2131954847;RJ;NOVA IGUACU
24.883.500/0001-87;ASSOCIACAO DE PROTECAO VEICULAR DE BARRA DO PIRAI;2424420839;RJ;BARRA DO PIRAI
42.013.126/0001-40;ASSOCIACAO EXODUS BENEFICIOS;2126693109;RJ;NOVA IGUACU
45.518.857/0001-36;ASSOCIACAO FLASHCAR CLUBE DE BENEFICIOS;21970155840;RJ;DUQUE DE CAXIAS
40.107.558/0001-95;ASSOCIACAO ION PROTECAO VEICULAR;21964439788;RJ;RIO DE JANEIRO
21.426.298/0001-76;ASSOCIACAO MAGNAVITA DE PROTECAO VEICULAR E DE BENEFICIOS MUTUOS DO ESTADO DO RIO DE JANEIRO;2134353630;RJ;RIO DE JANEIRO
53.603.653/0001-21;ASSOCIACAO OPTIMUS CLUBE DE BENEFICIOS MUTUOS;21965084405;RJ;NOVA IGUACU
19.438.850/0001-02;ASSOCIACAO PODIUM CLUBE DE BENEFICIOS;2131972811;RJ;RIO DE JANEIRO
47.148.113/0001-00;ASSOCIACAO PROTECAO MAIS VEICULAR;21964998621;RJ;RIO DE JANEIRO
58.579.544/0001-30;ASSOCIACAO PROTEGE + BENEFICIOS;21965008777;RJ;RIO DE JANEIRO
31.471.486/0001-70;ASSOCIACAO SOLUCOES MAIS ASSISTENCIA & BENEFICIOS;22997880559;RJ;MACAE
28.092.477/0001-63;ASSOCIACAO SUDESTE DE BENEFICIOS MUTUOS;2122521855;RJ;TRES RIOS
36.030.288/0001-94;AUTO VIVO RECREIO SOCORRO MUTUO;2126560975;RJ;RIO DE JANEIRO
37.209.378/0001-00;AUTOVERSATIL CLUBE DE BENEFICIOS MUTUOS;2130038429;RJ;NITEROI
42.931.833/0001-16;BGR ASSOCIACAO DE BENEFICIOS;2140033778;RJ;NOVA IGUACU
42.741.641/0001-47;CARLIDER ASSOCIACAO DE BENEFICIOS E PROTECAO VEICULAR;21981211144;RJ;DUQUE DE CAXIAS
53.519.894/0001-97;CCB-CONCEPT MAIS CLUBE DE BENEFICIOS RIO DE JANEIRO;2132176837;RJ;RIO DE JANEIRO
19.036.012/0001-02;CLUBE NACIONAL DE BENEFICIOS MUTUOS RV PROTECAO VEICULAR;2127057644;RJ;NITEROI
39.875.264/0001-24;CONFIDENCE CLUBE DE BENEFICIOS MUTUOS;21995911881;RJ;RIO DE JANEIRO
42.602.611/0001-50;CSPV BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;2126611513;RJ;BELFORD ROXO
51.723.499/0001-04;ELITTE CAR ASSOCIACAO DE SOCORROS MUTUOS PATRIMONIAL E BENEFICIOS;2126686545;RJ;NOVA IGUACU
26.746.158/0001-07;ESSENCIAL ASSOCIACAO E CLUBE DE BENEFICIOS;21985122097;RJ;DUQUE DE CAXIAS
36.533.385/0001-08;FIDALGO ASSOCIACAO DE BENEFICIOS;21991922823;RJ;DUQUE DE CAXIAS
47.235.150/0001-48;FIT CAR ABM- ASSOCIACAO DE BENEFICIOS MUTUOS;21996026948;RJ;NITEROI
17.624.808/0001-42;GENESIS - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;2126720078;RJ;DUQUE DE CAXIAS
56.503.408/0001-30;GENIAL BENEFICIOS CLUBE - GRUPO DE PROTECAO PATRIMONIAL MUTUALISTA;2121470043;RJ;RIO DE JANEIRO
20.515.753/0001-47;GLOBAL - CLUBE DE BENEFICIOS DO BRASIL;2131436489;RJ;RIO DE JANEIRO
31.009.201/0001-83;GOLD ASSOCIACAO DE BENEFICIOS MUTUOS;1142301212;RJ;BELFORD ROXO
45.764.341/0001-71;IDEAL ASSISTENCIA CLUBE DE BENEFICIOS;21971900101;RJ;NOVA IGUACU
51.867.417/0001-97;IMPACTO AUTO PROTECT;27998489129;RJ;RIO DE JANEIRO
41.743.015/0001-27;KING - ASSOCIACAO DE APOIO AOS PROPRIETARIOS E MOTORISTAS DE VEICULO AUTOMOTOR;21970340548;RJ;BARRA DO PIRAI
55.491.068/0001-02;LEGACY ASSOCIACAO DE ASSISTENCIA DE SOCORROS MUTUOS PATRIMONIAL E BENEFICIOS;21986623295;RJ;NOVA IGUACU
42.894.270/0001-33;LEGADO ASSOCIACAO DE BENEFICIOS;2141114240;RJ;RIO DE JANEIRO
44.654.238/0001-06;MAIS BRASIL ABSOLUTE CLUBE DE BENEFICIOS E AJUDA MUTUA;2231990104;RJ;ARARUAMA
46.134.936/0001-06;MAISRIO ASSOCIACAO DE APOIO AOS PROPRIETARIOS E MOTORISTAS AUTONOMOS DE VEICULOS DA REGIAO METROPOLITANA DO ESTADO DO RIO DE JANEIRO;2134498090;RJ;RIO DE JANEIRO
20.731.684/0001-09;MAXX CLUBE DE BENEFICIOS DO BRASIL;2135500773;RJ;RIO DE JANEIRO
42.987.830/0001-02;MODERNA - ASSOCIACAO DE APOIO AOS PROPRIETARIOS E MOTORISTAS AUTONOMOS DE VEICULOS DA ZONA OESTE;21999631012;RJ;RIO DE JANEIRO
54.785.446/0001-06;MOOVE BENEFICIOS;21983685528;RJ;RIO DE JANEIRO
35.171.911/0001-66;MUDE ASSOCIACAO DE ASSISTENCIA DE SOCORROS MUTUOS PATRIMONIAL E BENEFICIOS;2122081526;RJ;RIO DE JANEIRO
50.565.047/0001-70;MUITO MAIS CLUBE DE BENEFICIOS;21988178812;RJ;RIO DE JANEIRO
38.090.936/0001-23;MURRAY PROTECAO PATRIMONIAL MUTUALISTA;2134627970;RJ;RIO DE JANEIRO
28.286.429/0001-06;NACIOCAR ASSOCIACAO DE BENEFICIOS MUTUOS DO ESTADO DO RIO DE JANEIRO;2132839556;RJ;RIO DE JANEIRO
60.300.038/0001-01;NOVA RIO ASSOCIACAO DE BENEFICIOS;21994285489;RJ;RIO DE JANEIRO
18.771.232/0001-09;OTIMA OPCAO ASSOCIACAO DE BENEFICIOS DO RIO DE JANEIRO;2122294499;RJ;RIO DE JANEIRO
35.880.445/0001-98;PACTO PROTECAO ASSOCIACAO DE BENEFICIOS MUTUOS;3133242474;RJ;RIO DE JANEIRO
22.368.755/0001-86;PATRIAUTO ASSOCIACAO DE BENEFICIOS;2130829340;RJ;RIO DE JANEIRO
18.084.528/0001-51;PRIME ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;21994551000;RJ;RIO DE JANEIRO
42.629.268/0001-37;PRIVILEGIOS CLUBE DE BENEFICIOS DO BRASIL;2123913090;RJ;NOVA IGUACU
37.289.406/0001-46;PRIX CLUBE DE BENEFICIOS;2132983535;RJ;RIO DE JANEIRO
45.527.615/0001-09;PRONOBRE ASSOCIACAO DE PROTECAO VEICULAR;21975193459;RJ;NOVA IGUACU
54.265.599/0001-14;RELIANCE ASSOCIACAO DE BENEFICIOS MUTUOS;21974568788;RJ;RIO DE JANEIRO
29.022.156/0001-55;RIO BEM ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;2124352176;RJ;RIO DE JANEIRO
54.774.661/0001-01;RIO GUARD BENEFICIOS;2140404033;RJ;RIO DE JANEIRO
41.473.181/0001-50;RIO SAFE ASSOCIACAO DE BENEFICIOS MUTUOS;2125921094;RJ;RIO DE JANEIRO
52.916.704/0001-02;RIO VAMOS ASSOCIACAO DE BENEFICIOS MUTUOS;2127716385;RJ;RIO DE JANEIRO
31.736.885/0001-15;ROMA ASSOCIACAO DE PROTECAO E BENEFICIO AO PROPRIETARIO DE VEICULOS;21994649508;RJ;RIO DE JANEIRO
55.845.241/0001-23;TAXI FORT ASSOCIACAO MUTUALISTA DE AUTOGESTAO PATRIMONIAL;21970458819;RJ;RIO DE JANEIRO
32.925.990/0001-65;UNICAR PROTECAO PATRIMONIAL MUTUALISTA;21964428822;RJ;RIO DE JANEIRO
50.922.474/0001-69;UTIL ASSOCIACAO DE PROTECAO VEICULAR;21995700813;RJ;RIO DE JANEIRO
60.438.221/0001-78;UTIL MAIS CLUBE DE BENEFICIOS;21965966495;RJ;RIO DE JANEIRO
57.983.977/0001-93;VAMOS CLUBE DE BENEFICIOS MUTUOS;21964906188;RJ;TRES RIOS
45.999.832/0001-00;VIP AUTO ASSOCIACAO DE TRANSPORTES E BENEFICIOS MUTUOS;21981851697;RJ;RIO DE JANEIRO
47.341.348/0001-06;W8 BRASIL ASSOCIACAO DE SOCORRO MUTUO;2135125061;RJ;RIO DE JANEIRO
51.671.112/0001-05;ZAION PROTECAO VEICULAR;2137437007;RJ;NOVA IGUACU
33.867.016/0001-55;ZEN CLUBE DE BENEFICIOS;21964016008;RJ;NITEROI
40.102.893/0001-09;3AUTO PROTECAO VEICULAR;8440420869;RN;NATAL
23.688.620/0001-60;ABBAAM ASSOCIACAO BRASILEIRA DE BENEFICIOS ASSISTENCIA E AMPARO MUTUO;84999848789;RN;NATAL
43.596.247/0001-25;AGILIZI CLUBE DE BENEFICIOS;84988942311;RN;MOSSORO
54.202.363/0001-39;ASSOCIACAO DE BENEFICIOS NOSSA PROTECAO;84992156798;RN;SAO JOSE DE MIPIBU
46.894.913/0001-08;ASSOCIACAO DE PROTECAO E BENEFICIO AO PROPRIETARIO DE VEICULO - REI PROTEGE;84988707297;RN;MOSSORO
59.208.734/0001-03;ASSOCIACAO DE SOCORRO MUTUO ALIANZE;8134533453;RN;TOUROS
23.238.501/0001-06;ASSOCIACAO MOSSOROENSE DE PROTECAO VEICULAR;84996526822;RN;MOSSORO
48.942.099/0001-77;ASSOCIACAO POTIGUAR PROTENZE DE BENEFICIOS E SOCORRO MUTUO;84992028292;RN;TOUROS
45.583.579/0001-09;ASSOCIACAO SIGGA DE PROTECAO PATRIMONIAL;84996528769;RN;MOSSORO
21.213.550/0001-69;REALPREV PROTECAO MUTUALISTA;8433215628;RN;MOSSORO
42.857.173/0001-70;SIGA PLUS ASSOCIADOS;84988032563;RN;PARNAMIRIM
55.190.536/0001-09;ADOCAR - ASSOCIACAO DOS DONOS DE CARROS ANTIGOS E NOVOS DE RO;69999952825;RO;VILHENA
47.306.149/0001-67;AKI PROTECAO VEICULAR;69992128706;RO;PORTO VELHO
47.880.769/0001-05;ASSOCIACAO DE PROTECAO VEICULAR AGUIA NORTE;69984751315;RO;VILHENA
54.372.634/0001-02;GETRACKER PROTECAO PATRIMONIAL;69984212552;RO;CACOAL
35.224.050/0001-37;HEMISSUL- ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;9532242249;RR;BOA VISTA
11.921.297/0001-44;ABC ASSOCIACAO BRASILEIRA DE CAMINHONEIROS;5433551633;RS;IBIRAIARAS
10.611.980/0001-12;APROCAPEL - ASSOCIACAO DOS PROPRIETARIOS DE CAMINHOES DE PELOTAS E REGIAO;5332232576;RS;PELOTAS
07.592.501/0001-53;ASSOCIACAO COORAL DE TRANSPORTADORES;5433421411;RS;MARAU
32.150.885/0001-00;ASSOCIACAO DE BENEFICIOS MUTUOS DO RIO GRANDE DO SUL RS CLUBE;5134165775;RS;CAPAO DA CANOA
27.230.154/0001-26;ASSOCIACAO DE CAMINHONEIROS CENTRO SERRA;5432911535;RS;SAO MARCOS
31.881.631/0001-90;ASSOCIACAO DE PROTECAO AO TRANSPORTE DE CARGAS - APTC;54999604266;RS;PASSO FUNDO
65.870.929/0001-17;ASSOCIACAO DE PROTECAO DAS EMPRESAS DE TRANSPORTES DE CARGAS;54984326134;RS;PASSO FUNDO
42.150.464/0001-24;ASSOCIACAO DE PROTECAO E BENEFICIOS;5136008869;RS;TAQUARA
10.806.793/0001-94;ASSOCIACAO DE TRANSPORTADORES DE SAO MARCOS - ASTRA;5432912599;RS;SAO MARCOS
92.965.748/0001-47;ASSOCIACAO DOS JUIZES DO RIO GRANDE DO SUL;5132849100;RS;PORTO ALEGRE
55.810.090/0001-78;ASSOCIACAO DOS MOTORISTAS AUTONOMOS DO TRANSPORTE RODOVIARIO DE CARGAS DO SUL;4833560943;RS;SAO MARCOS
07.425.099/0001-12;ASSOCIACAO DOS MOTORISTAS E INQUILINOS DO BRASIL - AMIB;54981142080;RS;ERECHIM
15.733.639/0001-53;ASSOCIACAO DOS PROPRIETARIOS DE CAMINHOES DE CRISTAL E REGIAO- APCC;5136781025;RS;CRISTAL
